M;69;1,6;39,01;37,6
M;69;1,7;39,91;38,21
M;69;1,8;40,83;38,83
M;69;1,9;41,77;39,46
M;69;2;42,74;40,1
M;69;2,1;43,72;40,75
M;69;2,2;44,73;41,42
M;69;2,3;45,76;42,09
M;70;1,5;38,21;37,1
M;70;1,6;39,09;37,7
M;70;1,7;39,99;38,31
M;70;1,8;40,91;38,94
M;70;1,9;41,85;39,57
M;70;2;42,82;40,21
M;70;2,1;43,81;40,87
M;70;2,2;44,82;41,53
M;71;1,5;38,28;37,2
M;71;1,6;39,16;37,8
M;71;1,7;40,07;38,42
M;71;1,8;40,99;39,04
M;71;1,9;41,93;39,67
M;71;2;42,9;40,32
M;71;2,1;43,89;40,97
M;71;2,2;44,9;41,64
M;72;1,5;38,35;37,3
M;72;1,6;39,24;37,9
M;72;1,7;40,14;38,52
M;72;1,8;41,07;39,14
M;72;1,9;42,01;39,78
M;72;2;42,98;40,43
M;72;2,1;43,97;41,08
M;72;2,2;44,99;41,75
M;73;1,5;38,43;37,39
M;73;1,6;39,31;38
M;73;1,7;40,22;38,62
M;73;1,8;41,14;39,24
M;73;1,9;42,09;39,88
M;73;2;43,06;40,53
M;73;2,1;44,06;41,19
M;73;2,2;45,07;41,86
M;74;1,5;38,5;37,49
M;74;1,6;39,38;38,1
M;74;1,7;40,29;38,72
M;74;1,8;41,22;39,35
M;74;1,9;42,17;39,98
M;74;2;43,14;40,63
M;74;2,1;44,14;41,29
M;74;2,2;45,16;41,97
M;75;1,5;38,57;37,58
M;75;1,6;39,46;38,19
M;75;1,7;40,37;38,81
M;75;1,8;41,3;39,44
M;75;1,9;42,25;40,09
M;75;2;43,22;40,74
M;75;2,1;44,22;41,4
M;75;2,2;45,24;42,07
M;76;1,5;38,64;37,68
M;76;1,6;39,53;38,29
M;76;1,7;40,44;38,91
M;76;1,8;41,37;39,54
M;76;1,9;42,32;40,19
M;76;2;43,3;40,84
M;76;2,1;44,3;41,5
M;76;2,2;45,32;42,18
M;77;1,5;38,7;37,77
M;77;1,6;39,6;38,38
M;77;1,7;40,51;39,01
M;77;1,8;41,44;39,64
M;77;1,9;42,4;40,28
M;77;2;43,38;40,94
M;77;2,1;44,38;41,6
M;77;2,2;45,4;42,28
M;78;1,5;38,77;37,86
M;78;1,6;39,67;38,48
M;78;1,7;40,58;39,1
M;78;1,8;41,52;39,74
M;78;1,9;42,47;40,38
M;78;2;43,45;41,04
M;78;2,1;44,46;41,71
M;78;2,2;45,48;42,38
M;79;1,5;38,84;37,95
M;79;1,6;39,74;38,57
M;79;1,7;40,65;39,19
M;79;1,8;41,59;39,83
M;79;1,9;42,55;40,48
M;79;2;43,53;41,14
M;79;2,1;44,53;41,81
M;79;2,2;45,56;42,48
M;80;1,5;38,91;38,04
M;80;1,6;39,8;38,66
M;80;1,7;40,72;39,29
M;80;1,8;41,66;39,93
M;80;1,9;42,62;40,57
M;80;2;43,6;41,23
M;80;2,1;44,61;41,9
M;80;2,2;45,64;42,59
M;81;1,5;38,97;38,13
M;81;1,6;39,87;38,75
M;81;1,7;40,79;39,38
M;81;1,8;41,73;40,02
M;81;1,9;42,69;40,67
M;81;2;43,68;41,33
M;81;2,1;44,68;42
M;81;2,2;45,71;42,68
M;82;1,5;39,04;38,22
M;82;1,6;39,94;38,84
M;82;1,7;40,86;39,47
M;82;1,8;41,8;40,11
M;82;1,9;42,76;40,76
M;82;2;43,75;41,43
M;82;2,1;44,76;42,1
M;82;2,2;45,79;42,78
M;83;1,5;39,1;38,31
M;83;1,6;40;38,93
M;83;1,7;40,93;39,56
M;83;1,8;41,87;40,2
M;83;1,9;42,83;40,86
M;83;2;43,82;41,52
M;83;2,1;44,83;42,2
M;83;2,2;45,87;42,88
M;84;1,5;39,17;38,39
M;84;1,6;40,07;39,02
M;84;1,7;40,99;39,65
M;84;1,8;41,94;40,29
M;84;1,9;42,9;40,95
M;84;2;43,89;41,61
M;84;2,1;44,91;42,29
M;84;2,2;45,94;42,98
M;85;1,5;39,23;38,48
M;85;1,6;40,13;39,1
M;85;1,7;41,06;39,74
M;85;1,8;42,01;40,38
M;85;1,9;42,97;41,04
M;85;2;43,96;41,71
M;85;2,1;44,98;42,38
M;85;2,2;46,02;43,07
F;1;0,4;16,55;13,31
F;1;0,5;16,9;13,58
F;2;0,4;18,1;15,05
F;2;0,5;18,48;15,35
F;2;0,6;18,88;15,66
F;3;0,5;19,48;16,49
F;3;0,6;19,89;16,82
F;3;0,7;20,31;17,16
F;4;0,5;20,21;17,35
F;4;0,6;20,64;17,7
F;4;0,7;21,08;18,05
F;4;0,8;21,52;18,41
F;5;0,6;21,24;18,41
F;5;0,7;21,69;18,78
F;5;0,8;22,15;19,16
F;5;0,9;22,62;19,54
F;6;0,7;22,21;19,4
F;6;0,8;22,68;19,78
F;6;0,9;23,16;20,18
F;6;1;23,65;20,58
F;7;0,7;22,66;19,93
F;7;0,8;23,14;20,33
F;7;0,9;23,63;20,74
F;7;1;24,13;21,15
F;7;1,1;24,64;21,58
F;8;0,8;23,54;20,82
F;8;0,9;24,04;21,23
F;8;1;24,54;21,66
F;8;1,1;25,06;22,09
F;9;0,8;23,9;21,26
F;9;0,9;24,4;21,68
F;9;1;24,92;22,12
F;9;1,1;25,45;22,56
F;9;1,2;25,99;23,01
F;9;1,3;26,54;23,47
F;10;0,9;24,74;22,09
F;10;1;25,26;22,53
F;10;1,1;25,8;22,98
F;10;1,2;26,34;23,44
F;10;1,3;26,9;23,91
F;10;1,4;27,47;24,39
F;11;1;25,57;22,91
F;11;1,1;26,12;23,37
F;11;1,2;26,67;23,84
F;11;1,3;27,23;24,32
F;11;1,4;27,81;24,8
F;11;1,5;28,4;25,3
F;12;1,1;26,41;23,74
F;12;1,2;26,97;24,21
F;12;1,3;27,54;24,69
F;12;1,4;28,12;25,19
F;12;1,5;28,72;25,69
F;12;1,6;29,33;26,21
F;12;1,7;29,95;26,73
F;13;1,2;27,25;24,56
F;13;1,3;27,83;25,05
F;13;1,4;28,42;25,55
F;13;1,5;29,02;26,06
F;13;1,6;29,63;26,58
F;13;1,7;30,26;27,11
F;13;1,8;30,9;27,65
F;14;1,2;27,51;24,88
F;14;1,3;28,09;25,38
F;14;1,4;28,69;25,89
F;14;1,5;29,3;26,4
F;14;1,6;29,92;26,93
F;14;1,7;30,55;27,47
F;14;1,8;31,2;28,02
F;14;1,9;31,86;28,58
F;15;1,3;28,35;25,69
F;15;1,4;28,95;26,2
F;15;1,5;29,56;26,73
F;15;1,6;30,18;27,26
F;15;1,7;30,82;27,81
F;15;1,8;31,48;28,36
F;15;1,9;32,14;28,93
F;16;1,3;28,58;25,98
F;16;1,4;29,19;26,5
F;16;1,5;29,81;27,03
F;16;1,6;30,44;27,58
F;16;1,7;31,08;28,13
F;16;1,8;31,74;28,69
F;16;1,9;32,41;29,26
F;16;2;33,1;29,85
F;17;1,4;29,42;26,79
F;17;1,5;30,04;27,33
F;17;1,6;30,68;27,87
F;17;1,7;31,32;28,43
F;17;1,8;31,99;29
F;17;1,9;32,67;29,58
F;17;2;33,36;30,17
F;18;1,4;29,63;27,06
F;18;1,5;30,26;27,6
F;18;1,6;30,9;28,16
F;18;1,7;31,56;28,72
F;18;1,8;32,22;29,29
F;18;1,9;32,91;29,88
F;18;2;33,6;30,48
F;18;2,1;34,32;31,09
F;19;1,5;30,47;27,87
F;19;1,6;31,12;28,43
F;19;1,7;31,78;29
F;19;1,8;32,45;29,58
F;19;1,9;33,14;30,17
F;19;2;33,84;30,77
F;19;2,1;34,56;31,39
F;19;2,2;35,29;32,01
F;20;1,5;30,68;28,12
F;20;1,6;31,33;28,69
F;20;1,7;31,99;29,26
F;20;1,8;32,67;29,84
F;20;1,9;33,36;30,44
F;20;2;34,06;31,05
F;20;2,1;34,79;31,67
F;20;2,2;35,52;32,31
F;21;1,5;30,87;28,37
F;21;1,6;31,52;28,93
F;21;1,7;32,19;29,51
F;21;1,8;32,87;30,1
F;21;1,9;33,57;30,71
F;21;2;34,28;31,32
F;21;2,1;35;31,95
F;21;2,2;35,75;32,59
F;22;1,5;31,06;28,6
F;22;1,6;31,71;29,17
F;22;1,7;32,38;29,76
F;22;1,8;33,07;30,35
F;22;1,9;33,77;30,96
F;22;2;34,49;31,58
F;22;2,1;35,22;32,21
F;22;2,2;35,96;32,85
F;23;1,5;31,23;28,83
F;23;1,6;31,9;29,4
F;23;1,7;32,57;29,99
F;23;1,8;33,26;30,59
F;23;1,9;33,96;31,2
F;23;2;34,68;31,83
F;23;2,1;35,42;32,46
F;23;2,2;36,17;33,11
F;24;1,5;31,41;29,05
F;24;1,6;32,07;29,63
F;24;1,7;32,75;30,22
F;24;1,8;33,44;30,82
F;24;1,9;34,15;31,44
F;24;2;34,87;32,07
F;24;2,1;35,61;32,71
F;24;2,2;36,37;33,36
F;25;1,5;31,57;29,26
F;25;1,6;32,24;29,84
F;25;1,7;32,92;30,44
F;25;1,8;33,62;31,05
F;25;1,9;34,33;31,67
F;25;2;35,06;32,3
F;25;2,1;35,8;32,95
F;25;2,2;36,56;33,61
F;26;1,5;31,73;29,46
F;26;1,6;32,4;30,05
F;26;1,7;33,09;30,65
F;26;1,8;33,79;31,26
F;26;1,9;34,51;31,89
F;26;2;35,24;32,53
F;26;2,1;35,98;33,18
F;26;2,2;36,74;33,84
F;27;1,5;31,89;29,66
F;27;1,6;32,56;30,25
F;27;1,7;33,25;30,86
F;27;1,8;33,96;31,47
F;27;1,9;34,67;32,1
F;27;2;35,41;32,74
F;27;2,1;36,16;33,4
F;27;2,2;36,92;34,07
F;28;1,5;32,04;29,85
F;28;1,6;32,71;30,45
F;28;1,7;33,41;31,06
F;28;1,8;34,11;31,68
F;28;1,9;34,84;32,31
F;28;2;35,58;32,96
F;28;2,1;36,33;33,62
F;28;2,2;37,1;34,29
F;29;1,5;32,18;30,04
F;29;1,6;32,86;30,64
F;29;1,7;33,56;31,25
F;29;1,8;34,27;31,87
F;29;1,9;35;32,51
F;29;2;35,74;33,16
F;29;2,1;36,49;33,82
F;29;2,2;37,27;34,5
F;30;1,5;32,32;30,22
F;30;1,6;33,01;30,82
F;30;1,7;33,71;31,44
